0 -0.547002 1.452957
1 -0.598032 1.377779
2 -0.639865 1.297126
3 -0.659238 1.208339
4 -0.644318 1.118594
5 -0.607214 1.035563
6 -0.563794 0.955661
7 -0.517821 0.877210
8 -0.469416 0.800313
9 -0.416671 0.726367
10 -0.356944 0.657929
11 -0.288741 0.597912
12 -0.213142 0.547508
13 -0.133120 0.504456
14 -0.051907 0.463697
15 0.027501 0.419535
16 0.102408 0.368109
17 0.171825 0.309481
18 0.238025 0.247246
19 0.305229 0.186105
20 0.376969 0.130365
21 0.454294 0.082664
22 0.535391 0.041680
23 0.625186 0.027931
