0 -0.483938 1.516050
1 -0.418639 1.463735
2 -0.361768 1.402574
3 -0.308394 1.338266
4 -0.255932 1.272986
5 -0.206345 1.205438
6 -0.161007 1.135027
7 -0.121314 1.061338
8 -0.087754 0.984686
9 -0.059371 0.905982
10 -0.033906 0.826298
11 -0.008244 0.746682
12 0.021342 0.668427
13 0.058451 0.593425
14 0.104324 0.523433
15 0.156099 0.457695
16 0.209078 0.392934
17 0.260626 0.327027
18 0.311685 0.260739
19 0.365339 0.196546
20 0.424623 0.137522
21 0.490611 0.086092
22 0.561273 0.041273
23 0.643654 0.026809
