0 -0.511748 1.488232
1 -0.480107 1.411348
2 -0.437910 1.339863
3 -0.389321 1.272515
4 -0.341133 1.204693
5 -0.295011 1.135376
6 -0.252675 1.063735
7 -0.215096 0.989545
8 -0.182009 0.913276
9 -0.151653 0.835895
10 -0.121068 0.758611
11 -0.086529 0.683002
12 -0.044397 0.611326
13 0.006811 0.545813
14 0.064702 0.486127
15 0.124594 0.428459
16 0.182579 0.368879
17 0.237626 0.306571
18 0.291860 0.243555
19 0.348766 0.182954
20 0.411178 0.128048
21 0.479737 0.081027
22 0.552348 0.040523
23 0.634417 0.027361
