0 -0.480674 1.519315
1 -0.413420 1.469341
2 -0.355437 1.409058
3 -0.301620 1.344965
4 -0.248724 1.279886
5 -0.198739 1.212487
6 -0.153004 1.142193
7 -0.112947 1.068569
8 -0.079129 0.991903
9 -0.050685 0.913096
10 -0.025434 0.833220
11 -0.000328 0.753305
12 0.028307 0.674574
13 0.064146 0.598829
14 0.108753 0.527885
15 0.159602 0.461280
16 0.212021 0.395916
17 0.263207 0.329580
18 0.313943 0.262898
19 0.367256 0.198269
20 0.426198 0.138741
21 0.491902 0.086760
22 0.562354 0.041395
23 0.644819 0.026740
