0 -0.507636 1.492345
1 -0.468478 1.419035
2 -0.422977 1.349674
3 -0.373484 1.283029
4 -0.324598 1.215733
5 -0.277996 1.146770
6 -0.235335 1.075355
7 -0.197661 1.001243
8 -0.164824 0.924894
9 -0.135181 0.847265
10 -0.105880 0.769513
11 -0.073276 0.693082
12 -0.033596 0.620052
13 0.015159 0.552728
14 0.071152 0.491293
15 0.129784 0.432383
16 0.186942 0.372047
17 0.241369 0.309234
18 0.295042 0.245776
19 0.351396 0.184698
20 0.413290 0.129249
21 0.481416 0.081653
22 0.553681 0.040589
23 0.635698 0.027283
