0 -0.558222 1.441728
1 -0.632673 1.365792
2 -0.706013 1.288859
3 -0.776056 1.208951
4 -0.837361 1.122153
5 -0.876967 1.023463
6 -0.873186 0.916791
7 -0.827983 0.819748
8 -0.765721 0.732889
9 -0.690820 0.657227
10 -0.604236 0.595817
11 -0.508204 0.550443
12 -0.406624 0.519007
13 -0.302695 0.496278
14 -0.198254 0.475996
15 -0.094779 0.451316
16 0.005025 0.414571
17 0.096228 0.359876
18 0.176446 0.290019
19 0.252255 0.215448
20 0.332556 0.145912
21 0.421894 0.088414
22 0.518274 0.043353
23 0.623499 0.028038
