0 -0.556809 1.443142
1 -0.629310 1.368596
2 -0.700368 1.292691
3 -0.767047 1.212919
4 -0.822139 1.124738
5 -0.849544 1.024363
6 -0.830721 0.921748
7 -0.782715 0.829213
8 -0.722350 0.744316
9 -0.651086 0.668557
10 -0.568619 0.605321
11 -0.476477 0.557217
12 -0.378293 0.522990
13 -0.277400 0.497781
14 -0.175878 0.475225
15 -0.075457 0.448198
16 0.020890 0.409074
17 0.108422 0.352926
18 0.185824 0.283466
19 0.259885 0.210475
20 0.338838 0.142852
21 0.426544 0.087047
22 0.520721 0.042942
23 0.623608 0.028031
