0 -0.542584 1.457379
1 -0.584978 1.379816
2 -0.613887 1.296290
3 -0.613024 1.207852
4 -0.581155 1.125266
5 -0.539501 1.047261
6 -0.495851 0.970293
7 -0.451992 0.893489
8 -0.407469 0.817137
9 -0.360100 0.742546
10 -0.306797 0.672065
11 -0.245209 0.608673
12 -0.175542 0.554266
13 -0.100570 0.507429
14 -0.023879 0.463463
15 0.051168 0.416757
16 0.121837 0.363662
17 0.187471 0.304454
18 0.250583 0.242568
19 0.315260 0.182329
20 0.384755 0.127725
21 0.459889 0.081173
22 0.538758 0.041252
23 0.626113 0.027873
