0 -0.558224 1.441726
1 -0.638798 1.360921
2 -0.719049 1.279957
3 -0.798485 1.198274
4 -0.875494 1.114278
5 -0.944142 1.023217
6 -0.981597 0.915210
7 -0.930569 0.810198
8 -0.870276 0.713050
9 -0.785834 0.635143
10 -0.689307 0.574420
11 -0.583046 0.533408
12 -0.471679 0.508847
13 -0.358476 0.494271
14 -0.244799 0.483699
15 -0.131234 0.472022
16 -0.018835 0.452183
17 0.087265 0.410189
18 0.171488 0.333015
19 0.239637 0.241359
20 0.313696 0.154802
21 0.404884 0.086763
22 0.510363 0.043326
23 0.623499 0.028038
