0 -0.523632 1.476342
1 -0.519097 1.392731
2 -0.493138 1.313157
3 -0.448891 1.242082
4 -0.402947 1.172057
5 -0.358000 1.101278
6 -0.316020 1.028735
7 -0.277803 0.954203
8 -0.242789 0.878152
9 -0.208905 0.801607
10 -0.172891 0.726040
11 -0.130966 0.653570
12 -0.080335 0.586872
13 -0.021334 0.527441
14 0.042422 0.473146
15 0.106424 0.419152
16 0.167379 0.361744
17 0.224768 0.300767
18 0.281064 0.238783
19 0.339911 0.179227
20 0.404121 0.125503
21 0.474240 0.079747
22 0.548202 0.040481
23 0.630915 0.027575
