0 -0.103173 1.769356
1 -0.041407 1.708974
2 0.019336 1.647589
3 0.078087 1.584250
4 0.134178 1.518553
5 0.187108 1.450309
6 0.236599 1.379533
7 0.282607 1.306437
8 0.325191 1.231287
9 0.364311 1.154276
10 0.399774 1.075515
11 0.431440 0.995157
12 0.459580 0.913501
13 0.485159 0.831013
14 0.509849 0.748252
15 0.535683 0.665827
16 0.564190 0.584272
17 0.595224 0.503644
18 0.627013 0.423321
19 0.658217 0.342784
20 0.689458 0.262280
21 0.722631 0.182557
22 0.758881 0.104136
23 0.813340 0.037094
