0 -0.448527 1.551466
1 -0.371389 1.515912
2 -0.305567 1.462357
3 -0.247917 1.400075
4 -0.191536 1.336457
5 -0.138176 1.270220
6 -0.088933 1.200929
7 -0.045351 1.127996
8 -0.008500 1.051462
9 0.021716 0.972082
10 0.046762 0.890932
11 0.069111 0.809007
12 0.091895 0.727204
13 0.118779 0.646639
14 0.153069 0.568916
15 0.195288 0.495199
16 0.242108 0.424329
17 0.289696 0.353977
18 0.337356 0.283672
19 0.387402 0.215054
20 0.442964 0.150835
21 0.505701 0.093594
22 0.573847 0.042886
23 0.657053 0.026039
