0 -0.550837 1.449120
1 -0.608709 1.375356
2 -0.660493 1.297220
3 -0.696641 1.210739
4 -0.702873 1.117137
5 -0.675993 1.027108
6 -0.634292 0.942920
7 -0.586700 0.861872
8 -0.534590 0.783897
9 -0.476576 0.710401
10 -0.410535 0.643997
11 -0.335836 0.587377
12 -0.254328 0.540993
13 -0.169094 0.501840
14 -0.083033 0.464560
15 0.001177 0.423307
16 0.080817 0.373827
17 0.154442 0.315777
18 0.223996 0.252912
19 0.293895 0.190462
20 0.368083 0.133198
21 0.447954 0.084124
22 0.531821 0.042155
23 0.624471 0.027976
