0 -0.546032 1.453928
1 -0.595273 1.378293
2 -0.634437 1.296987
3 -0.649391 1.207963
4 -0.629905 1.119710
5 -0.591307 1.038056
6 -0.547716 0.958937
7 -0.502201 0.880930
8 -0.454702 0.804190
9 -0.403225 0.730097
10 -0.345004 0.661170
11 -0.278334 0.600355
12 -0.204103 0.549022
13 -0.125255 0.505096
14 -0.045108 0.463588
15 0.033258 0.418819
16 0.107138 0.366983
17 0.175628 0.308208
18 0.241069 0.246057
19 0.307654 0.185144
20 0.378847 0.129693
21 0.455637 0.082287
22 0.536189 0.041576
23 0.625381 0.027919
