0 -0.513673 1.486305
1 -0.485908 1.407899
2 -0.445558 1.335295
3 -0.397447 1.267552
4 -0.349596 1.199451
5 -0.303688 1.129949
6 -0.261475 1.058192
7 -0.223894 0.983960
8 -0.190628 0.907730
9 -0.159862 0.830472
10 -0.128584 0.753426
11 -0.093040 0.678242
12 -0.049677 0.607260
13 0.002721 0.542648
14 0.061519 0.483801
15 0.122021 0.426719
16 0.180419 0.367491
17 0.235781 0.305413
18 0.290298 0.242593
19 0.347479 0.182200
20 0.410148 0.127530
21 0.478923 0.080760
22 0.551712 0.040499
23 0.633829 0.027397
