0 -0.541920 1.458043
1 -0.582909 1.380076
2 -0.609729 1.296179
3 -0.605924 1.208118
4 -0.572363 1.126547
5 -0.530368 1.049073
6 -0.486765 0.972430
7 -0.443215 0.895806
8 -0.399218 0.819505
9 -0.352569 0.744825
10 -0.300136 0.674075
11 -0.239462 0.610230
12 -0.170624 0.555271
13 -0.096348 0.507905
14 -0.020267 0.463498
15 0.054206 0.416454
16 0.124329 0.363147
17 0.189484 0.303868
18 0.252206 0.242024
19 0.316562 0.181891
20 0.385769 0.127418
21 0.460624 0.080999
22 0.539209 0.041197
23 0.626260 0.027864
