0 -0.461963 1.538029
1 -0.387491 1.498162
2 -0.324319 1.442229
3 -0.268167 1.379230
4 -0.213078 1.315097
5 -0.161003 1.248430
6 -0.113118 1.178755
7 -0.070951 1.105528
8 -0.035409 1.028888
9 -0.006108 0.949663
10 0.018710 0.868930
11 0.041740 0.787679
12 0.066334 0.706885
13 0.096263 0.627891
14 0.134378 0.552489
15 0.180058 0.481420
16 0.229230 0.412734
17 0.278334 0.344001
18 0.327268 0.275144
19 0.378665 0.208117
20 0.435652 0.145785
21 0.499674 0.090694
22 0.568847 0.042199
23 0.651779 0.026337
