0 -0.322906 1.674805
1 -0.245896 1.632768
2 -0.175175 1.581048
3 -0.110376 1.521967
4 -0.048347 1.459816
5 0.010765 1.394858
6 0.066210 1.326804
7 0.116949 1.255211
8 0.161952 1.179892
9 0.200496 1.101076
10 0.232449 1.019366
11 0.258519 0.935597
12 0.280314 0.850623
13 0.300189 0.765185
14 0.321075 0.679982
15 0.346048 0.595865
16 0.376819 0.513685
17 0.412141 0.433366
18 0.449474 0.353969
19 0.488381 0.275339
20 0.530912 0.198626
21 0.579611 0.125668
22 0.634367 0.057096
23 0.715291 0.023430
